site,x,y,SOM,MAOM,POM.AGG,SoilTMP-C,SoilMoi-m3m3,NPP.gC.m2.d,qmax.gC.m2,pH_CaCl2,BD.mg.cm3,depth
SCWA1152,115.4319,-33.6996,5220.6932834,3422.8113557,1797.8819277,17.3,0.19,1.99,6086.56000750522,5.01030187,1348.80033,0.3
SCWA2802,115.43211,-28.9005,1115.01252518,906.97814702,208.03437816,22.3,0.09,0.98,3322.69622050256,5.33460257,1609.60096,0.3
SCWA1200,115.43229,-33.68303,5774.3378999,3478.3090051,2296.0288948,18.6,0.24,1.77,6087.63905430143,4.92320475,1333.58152,0.3
SCWA1245,115.43238,-33.67816,5326.3107507,3662.1590873,1664.1516634,18.6,0.24,2.08,5992.14495227003,4.99566534,1282.57338,0.3
SCWA1158,115.43417,-33.70042,5024.2458635,3353.4063793,1670.8394842,17.1,0.15,1.88,6096.37522088144,5.00477099,1349.6706,0.3
SCWA3012,115.43508,-29.28315,1332.5834235,1013.113048,319.4703755,22.3,0.12,1.44,5161.11235865541,5.71144408,1543.82636,0.3
SCWA1167,115.43651,-33.6878,6092.1113652,3850.8105892,2241.300776,17.1,0.15,2.3,6163.87599786601,4.96482384,1322.5733,0.3
SCWA1197,115.43675,-33.68399,5616.9992268,3652.7260167,1964.2732101,18.4,0.2,2.33,6136.68134926074,4.99785364,1318.53815,0.3
SCWA1269,115.43922,-33.67756,6573.3556125,4137.0395835,2436.316029,18.4,0.2,1.99,5802.6409956523,5.07591568,1312.84235,0.3
SCWA1164,115.43946,-33.68417,5107.7475017,3479.1565287,1628.590973,18.4,0.2,2.31,6178.76802353996,5.01754246,1347.98504,0.3
SCWA1194,115.44435,-33.69371,4850.2248852,3406.1027848,1444.1221004,17.1,0.15,2.18,6193.24798860266,5.03793859,1328.22612,0.3
SCWA1161,115.44475,-33.69691,5431.5042043,3701.4433251,1730.0608792,17.1,0.15,2.36,6222.02299869895,5.01378311,1313.92145,0.3
SCWA3327,115.45632,-29.47998,1203.18378613,958.57932804,244.60445809,22,0.13,1.39,2926.40366652737,5.38037976,1522.10884,0.3
SCWA2565,115.4564,-29.35919,1532.91467641,1128.886303,404.02837341,22.3,0.12,1.52,4173.26262949825,5.31726222,1528.93737,0.3
SCWA3324,115.45725,-29.48961,989.41205722,653.91564168,335.49641554,22,0.13,1.39,4240.17443594963,5.63135181,1506.09281,0.3
SCWA3168,115.45969,-29.45668,1337.14795252,1040.9345541,296.21339842,22,0.13,1.43,2296.70609458437,5.16632593,1502.81718,0.3
SCWA2568,115.46016,-29.34993,1351.77184454,1051.6822867,300.08955784,22.3,0.12,1.39,2950.15160601355,5.18438328,1544.70308,0.3
SCWA2613,115.46054,-29.29188,1271.47431168,951.80942779,319.66488389,22.3,0.12,1.26,5553.93083949583,5.84647114,1529.96382,0.3
SCWA1947,115.46249,-33.7144,6307.6116846,3595.080482,2712.5312026,17.1,0.15,2.42,5248.57845900725,4.96331174,1266.62344,0.3
SCWA1950,115.46403,-33.71264,5603.0684015,3322.5444212,2280.5239803,17.1,0.15,2.46,5876.14548503496,5.03298516,1299.9375,0.3
SCWA1971,115.46496,-33.71444,5890.3652169,3766.1295778,2124.2356391,17.1,0.15,2.52,5896.30266302021,5.02513462,1284.96467,0.3
SCWA3363,115.46543,-29.46912,1083.17366321,707.02891584,376.14474737,22,0.13,1.48,2306.96855042948,5.18737311,1501.21809,0.3
SCWA1920,115.46633,-33.71179,5449.9661552,3092.2233967,2357.7427585,17.1,0.15,2.49,6096.84468020763,4.97125301,1318.21162,0.3
SCWA1917,115.46635,-33.71372,6019.0213091,3445.5210256,2573.5002835,17.1,0.15,2.49,5663.74898757885,4.97462146,1312.11871,0.3
SCWA3366,115.46913,-29.48763,1166.92055178,889.28872073,277.63183105,22,0.13,1.35,2875.38617421005,5.55491142,1531.01658,0.3
SCWA2616,115.46989,-29.31055,1473.02013258,1136.5914936,336.42863898,22.3,0.12,1.53,3532.8276444435,5.32383543,1538.81902,0.3
SCWA3171,115.47015,-29.45165,1227.84876998,933.16227056,294.68649942,22,0.13,1.17,2886.63341880998,5.22508464,1504.8609,0.3
SCWA3318,115.47082,-29.4366,1145.3126467,754.15596573,391.15668097,22,0.13,1.26,2950.62698716167,5.2369954,1549.79571,0.3
SCWA3321,115.47116,-29.44404,1143.63379632,767.59949788,376.03429844,22,0.13,1.34,3095.36643961384,5.27716384,1538.66939,0.3
SCWA3216,115.47473,-29.125,1444.82655474,1197.121376,247.70517874,22.6,0.15,1,6777.32714821045,6.14845493,1547.89472,0.3
SCWA2607,115.47689,-29.26739,1434.16572131,1130.1431171,304.02260421,22.3,0.12,1.51,3266.358294708,5.35126365,1569.97887,0.3
SCWA3369,115.47722,-29.48404,1019.82850789,657.51854056,362.30996733,22,0.13,1.09,2908.26649155067,5.44630222,1492.75146,0.3
SCWA3210,115.47903,-29.1219,1383.46304672,1115.6903228,267.77272392,22.6,0.15,1.18,7122.54979250207,6.16388232,1553.77885,0.3
SCWA3201,115.47932,-29.08507,1496.63111339,1110.3719885,386.25912489,22.6,0.15,1.02,7248.62777515728,6.27381002,1533.71014,0.3
SCWA3213,115.47956,-29.12889,1689.65041018,1409.5804523,280.06995788,22.6,0.15,1.15,6758.77797235569,6.22797128,1532.87873,0.3
SCWA3204,115.47977,-29.0926,1533.21473481,1036.8540891,496.36064571,22.6,0.15,1,6346.53904318399,6.13733752,1539.11795,0.3
SCWA2571,115.48162,-29.36002,1412.57002568,1080.0949991,332.47502658,22.3,0.12,1.69,4133.76655599378,5.62007022,1548.61538,0.3
SCWA1878,115.48348,-33.72079,5972.1368346,3636.3634719,2335.7733627,17.1,0.15,2.28,6102.07203310211,4.95650417,1350.46327,0.3
SCWA3225,115.48356,-29.06893,1369.26899534,863.17989648,506.08909886,22.6,0.15,0.82,6121.65847893186,6.02644275,1547.34686,0.3
SCWA1875,115.48597,-33.72564,6316.4453637,3896.3088801,2420.1364836,17.1,0.15,2.27,5495.80114644384,4.879485,1364.52451,0.3
SCWA2610,115.48606,-29.2758,1440.8786955,1112.601433,328.2772625,22.3,0.12,1.5,4886.69739182512,5.49418608,1519.40323,0.3
SCWA1938,115.48617,-33.72692,6332.7418822,3794.1961147,2538.5457675,17.1,0.15,2.25,5999.06831347368,4.86428422,1365.81864,0.3
SCWA1944,115.48621,-33.72074,6210.3821697,3808.4528476,2401.9293221,17.1,0.15,2.41,6057.27738952889,4.9994665,1353.2152,0.3
SCWA3198,115.48695,-29.08282,1469.04076635,1101.04465,367.99611635,22.6,0.15,0.95,6652.01294605851,6.10878227,1543.74933,0.3
SCWA3195,115.48918,-29.07666,1625.48880393,1322.1126065,303.37619743,22.6,0.15,1,5501.09349379317,6.0093542,1561.51876,0.3
SCWA1881,115.48998,-33.72034,6784.0781301,4110.2584698,2673.8196603,17.1,0.15,2.45,5939.86788659612,4.89989855,1330.93181,0.3
SCWA3219,115.4907,-29.05566,1608.61104835,1369.2105274,239.40052095,22.6,0.15,0.83,5148.95892842719,5.7113702,1558.67961,0.3
SCWA3165,115.49279,-29.43601,1448.87404828,1112.4689543,336.40509398,22,0.13,1.19,2815.80796577326,5.28115411,1504.39758,0.3
SCWA2604,115.49881,-29.27245,1232.92700876,932.87701661,300.04999215,22.3,0.12,1.46,3215.62349810493,5.24685075,1533.17302,0.3
SCWA2697,115.50001,-29.36404,1235.54269932,949.22935451,286.31334481,22.3,0.12,1.53,4646.96667324336,5.51027986,1559.45254,0.3
SCWA3375,115.5005,-29.4993,1133.99293242,774.27592186,359.71701056,22,0.13,1.15,2451.26830430152,5.19813863,1519.64853,0.3
SCWA3378,115.50158,-29.48107,985.74195256,648.37020141,337.37175115,22,0.13,1.4,4134.84704875495,5.43721565,1497.44977,0.3
SCWA3381,115.50558,-29.48609,1115.67511783,765.37810378,350.29701405,22,0.13,1.32,3859.18189185003,5.10398714,1512.75049,0.3
SCWA3372,115.50917,-29.49719,1475.36397215,1145.9519634,329.41200875,22,0.13,1.37,3455.25427361261,5.06829396,1556.12449,0.3
GA934,115.51117,-25.19333,1826.75999983,1523.3476701,303.41232973,28.1,0.13,0.23,5936.76872575948,5.20866065,1565.1918,0.3
SCWA2694,115.51353,-29.32579,1345.03008013,1064.990405,280.03967513,22.3,0.12,1.75,4605.81624311464,5.65961267,1555.31984,0.3
SCWA3207,115.51765,-29.11024,1463.96796588,1128.4225117,335.54545418,22.6,0.15,1.11,6691.51107789059,6.18941955,1559.40618,0.3
SCWA3159,115.51869,-29.42853,1257.88325506,926.5744391,331.30881596,22,0.13,1.41,3318.02093144557,5.25160633,1555.20297,0.3
SCWA2730,115.52667,-29.49442,1357.54736456,1028.7958807,328.75148386,22,0.13,1.42,4753.15329036652,5.2492878,1533.77109,0.3
SCWA3386,115.53005,-29.44933,1571.79976696,1247.6250841,324.17468286,22,0.13,1.3,1776.73599152626,5.17713152,1519.59804,0.3
SCWA2601,115.53703,-29.34566,1345.10399666,988.72469898,356.37929768,22.3,0.12,1.58,4062.61851202581,5.6646727,1556.10185,0.3
SCWA2727,115.54229,-29.44296,1330.17840926,968.72715804,361.45125122,22,0.13,1.09,2993.10775081449,5.3450644,1511.70776,0.3
SCWA1353,115.54613,-33.66951,5311.7487173,3446.6523634,1865.0963539,18.4,0.2,2.02,4849.43283912025,4.89492142,1306.30691,0.3
SCWA1329,115.54963,-33.66411,5475.8748224,3867.1882555,1608.6865669,18.4,0.2,2.02,5911.04709782799,4.9398207,1322.01248,0.3
SCWA2942,115.5522,-29.16585,1847.3738639,1630.933793,216.4400709,22.6,0.15,1.19,6457.24382258106,6.18651529,1566.1154,0.3
SCWA3222,115.55303,-29.08836,1701.07442144,1427.1633547,273.91106674,22.6,0.15,1.02,6513.40827382086,5.7734156,1561.8196,0.3
SCWA2901,115.55304,-29.15732,1747.74888288,1520.3091375,227.43974538,22.6,0.15,1.02,7761.90498175798,6.19694416,1545.50473,0.3
SCWA1326,115.55353,-33.65111,5769.1138127,3338.0329237,2431.080889,18.4,0.2,2.27,6025.30896102754,4.94617467,1292.72334,0.3
SCWA2655,115.55457,-29.0096,1761.84138932,1087.3774048,674.46398452,22.6,0.15,1.06,4484.84450674793,5.16704573,1570.76407,0.3
SCWA2595,115.55524,-29.37407,1585.54421895,1235.1260049,350.41821405,22.3,0.12,1.53,5406.39510395532,5.57139251,1544.14931,0.3
SCWA2904,115.5556,-29.16281,1718.41354495,1525.9033511,192.51019385,22.6,0.15,1.25,7685.45238853583,6.23794617,1556.86868,0.3
SCWA2895,115.55677,-29.14516,1715.48431786,1525.011981,190.47233686,22.6,0.15,1.24,7336.68436180735,6.21254309,1503.54742,0.3
SCWA2598,115.55681,-29.35663,1342.90749192,997.63963412,345.2678578,22.3,0.12,1.48,4910.88818576356,5.45018613,1540.4346,0.3
SCWA1278,115.55781,-33.62639,6410.8517075,4028.8153096,2382.0363979,18.4,0.2,2.52,5505.74675617369,4.81524847,1300.57231,0.3
SCWA1350,115.55803,-33.58989,6122.8336305,3234.1738793,2888.6597512,18.4,0.2,2.01,5112.44821636676,4.82865801,1271.55267,0.3
GA_bot235,115.55852,-33.6102,7189.9963956,4780.0897823,2409.9066133,18.4,0.2,2.09,6722.72982533843,5.14523524,1105.69147,0.3
GA_bot536,115.56,-31.297,4979.8018389,3927.9253899,1051.876449,20.2,0.11,0.99,4732.23085576303,5.50847042,1339.38999,0.3
SCWA1344,115.56014,-33.58365,5662.1544234,3348.5417697,2313.6126537,18.4,0.2,1.97,6675.18864378584,4.82577447,1278.04054,0.3
SCWA2898,115.56016,-29.15615,1603.33419275,1409.5482822,193.78591055,22.6,0.15,1.19,7958.05964614594,6.2786399,1537.33053,0.3
SCWA1374,115.56277,-33.59572,5384.0482718,3236.1913901,2147.8568817,18.4,0.2,2.35,3858.88810439302,4.7873541,1290.10957,0.3
SCWA1347,115.56278,-33.58631,5382.3511717,3097.9008994,2284.4502723,18.4,0.2,2.52,7132.95717812788,4.8569658,1312.42799,0.3
SCWA1257,115.56346,-33.65988,6274.4380913,3764.5953998,2509.8426915,18.4,0.2,2.44,5895.59994020099,5.02056575,1347.12709,0.3
SCWA1275,115.56367,-33.62693,5614.6410096,3469.8952938,2144.7457158,18.4,0.2,2.29,4634.64680874366,4.77705692,1299.81586,0.3
SCWA2892,115.56399,-29.1122,1798.91489566,1534.9960164,263.91887926,22.6,0.15,0.96,6338.77397353678,5.85130404,1563.96822,0.3
SCWA1317,115.56424,-33.63392,6286.8264325,3775.5904626,2511.2359699,18.4,0.2,2.47,4575.7459467648,4.77723071,1295.45865,0.3
SCWA1371,115.56475,-33.5927,6116.3873479,3340.5028506,2775.8844973,18.4,0.2,2.62,5066.8428541572,4.89709376,1284.27195,0.3
SCWA1260,115.5651,-33.66314,4898.5330033,3298.4968999,1600.0361034,18.4,0.2,1.88,5823.17608553168,4.90959808,1350.97344,0.3
SCWA1845,115.56534,-33.60611,6376.9141886,3816.496929,2560.4172596,18.4,0.2,1.87,4209.42953403498,4.87328485,1271.10814,0.3
SCWA1320,115.56661,-33.66023,5265.6426287,3244.6966731,2020.9459556,18.4,0.2,2.11,5679.54295953066,4.8877776,1305.03929,0.3
SCWA1335,115.56765,-33.63625,6183.251908,3680.7406964,2502.5112116,18.4,0.2,2.43,3335.71892273755,4.75488907,1267.13366,0.3
SCWA1842,115.5679,-33.60483,6457.2263257,3725.8175594,2731.4087663,18.4,0.2,2.01,4981.31998838785,4.85374248,1250.20592,0.3
SCWA1782,115.5683,-33.60962,5777.7103886,3673.9480454,2103.7623432,18.4,0.2,1.64,5652.35842975518,4.82872036,1282.94432,0.3
SCWA1368,115.56847,-33.5946,5834.8911693,3285.1124755,2549.7786938,18.4,0.2,2.48,4630.62205714053,4.87718146,1268.44342,0.3
SCWA2796,115.56879,-29.1026,1622.54360173,1222.3801824,400.16341933,22.6,0.15,0.95,5577.0750804474,5.71495374,1564.63869,0.3
SCWA2889,115.56883,-29.12015,1709.17672585,1456.9715842,252.20514165,22.6,0.15,1.08,6823.30669718879,6.02629745,1545.76719,0.3
SCWA1827,115.569,-33.6129,6494.1086782,4199.5124009,2294.5962773,18.4,0.2,1.79,5764.53817963309,4.89634981,1261.36953,0.3
SCWA2880,115.56917,-29.13358,1260.32983434,1061.6670031,198.66283124,22.6,0.15,1.1,7141.41675049609,6.17997914,1551.35345,0.3
SCWA1251,115.56918,-33.56848,5029.89583,3268.2364731,1761.6593569,18.4,0.2,2.37,4624.88002867249,4.95012606,1297.1485,0.3
SCWA1341,115.56938,-33.62953,6570.8525474,3927.6409837,2643.2115637,18.4,0.2,2.56,4353.83380320484,4.81007781,1232.6296,0.3
SCWA2733,115.56962,-29.14731,1618.86709478,1419.0369342,199.83016058,22.6,0.15,1.14,6263.65524384109,6.08788576,1561.38241,0.3
SCWA1182,115.56963,-33.65082,6101.4134649,4074.4269156,2026.9865493,18.4,0.2,1.22,5981.22466397835,4.99540336,1332.54411,0.3
SCWA1176,115.56969,-33.64459,6724.029847,4186.9997132,2537.0301338,18.4,0.2,1.51,5678.18391692663,4.97809739,1299.71289,0.3
SCWA1338,115.56975,-33.63346,6202.8049291,3563.2580337,2639.5468954,18.4,0.2,2.54,4559.83982285255,4.77911354,1304.17007,0.3
SCWA1848,115.56977,-33.60619,7558.7916489,4150.9321416,3407.8595073,18.4,0.2,1.77,6796.86865877245,5.12610108,1243.10546,0.3
SCWA1272,115.56991,-33.57062,4859.0882344,3080.5077002,1778.5805342,18.4,0.2,2.31,4288.4662840981,4.81701271,1292.03336,0.3
SCWA1254,115.57072,-33.57425,5118.0502366,3333.4239788,1784.6262578,18.4,0.2,2.2,3536.12462841987,4.91087731,1298.67635,0.3
SCWA1179,115.57093,-33.64804,5365.9553889,3852.1802119,1513.775177,18.4,0.2,1.39,5922.05127262729,4.97085177,1346.88205,0.3
SCWA1857,115.57106,-33.61313,7117.6430417,4275.7670234,2841.8760183,18.4,0.2,1.79,4086.52952574123,4.80911426,1265.29917,0.3
SCWA1785,115.57163,-33.60903,6759.9616593,4025.7342457,2734.2274136,18.4,0.2,2.06,4807.3173512908,4.86347532,1250.35356,0.3
SCWA2658,115.57189,-29.02578,1587.40598469,1332.5408759,254.86510879,22.6,0.15,1.08,6315.20294494935,5.83653985,1573.70295,0.3
SCWA1977,115.57202,-33.64511,6321.5678033,4046.8749902,2274.6928131,18.4,0.2,1.08,5314.82915326016,4.88582363,1331.87374,0.3
SCWA2736,115.57234,-29.14476,1852.05094084,1610.0182262,242.03271464,22.6,0.15,1.03,7155.78762666026,6.14045757,1557.59402,0.3
SCWA1314,115.57271,-33.62764,6829.1225287,3637.7029616,3191.4195671,18.4,0.2,2.54,4917.04311178325,4.89256517,1307.32542,0.3
SCWA1851,115.57311,-33.60674,6819.3232271,4067.0590994,2752.2641277,18.4,0.2,2.07,4418.49094263619,4.85472969,1279.80455,0.3
SCWA1332,115.57343,-33.63505,6103.1826388,3403.7129718,2699.469667,18.4,0.2,2.45,4743.07460247741,4.82185729,1279.9758,0.3
SCWA2886,115.57364,-29.12477,1791.20787112,1546.0977475,245.11012362,22.6,0.15,1.24,6384.59830531826,6.04393998,1561.56465,0.3
SCWA1788,115.57411,-33.60943,7164.5274328,3762.3971424,3402.1302904,18.4,0.2,2.11,4801.08368094388,4.85177269,1247.07108,0.3
SCWA1323,115.57613,-33.65318,4584.9481847,2895.2999642,1689.6482205,18.4,0.2,1.28,5847.5987000277,4.92389668,1357.35577,0.3
SCWA2946,115.57618,-29.18961,1638.07163341,1389.442761,248.62887241,22.6,0.15,1.37,6888.86223714101,6.27983301,1533.40406,0.3
SCWA1974,115.57646,-33.64547,6601.8240431,4027.3293964,2574.4946467,18.4,0.2,1.48,5524.50860911714,4.85418374,1307.5755,0.3
SCWA1173,115.57686,-33.65536,5753.326927,3755.3136831,1998.0132439,18.4,0.2,1.42,5763.856081321,4.86112912,1363.22941,0.3
SCWA1149,115.57749,-33.64729,6794.3561683,4396.5745847,2397.7815836,18.4,0.2,0.93,5818.40670890646,4.89816622,1337.50398,0.3
SCWA2652,115.57824,-29.01425,1498.84279219,1288.0090817,210.83371049,22.6,0.15,1.11,5592.0256123555,5.72918926,1571.98425,0.3
SCWA1146,115.57838,-33.64538,6608.5389163,4309.1888301,2299.3500862,18.4,0.2,1.48,5744.92315266657,4.90903646,1341.0202,0.3
SCWA1824,115.57948,-33.61413,6824.9111378,3564.3844524,3260.5266854,18.4,0.2,2.25,4960.48246785828,4.98613443,1291.88001,0.3
SCWA2712,115.58006,-29.00703,1634.03790398,1393.1395704,240.89833358,22.6,0.15,1.18,5537.60374994577,5.60634198,1573.61497,0.3
GA_bot336,115.58518,-30.69845,5138.4302508,3752.680329,1385.7499218,20.8,0.13,1.19,4110.52583587073,4.94610655,1395.93729,0.3
SCWA2709,115.58823,-29.0169,1974.04094711,1762.9136862,211.12726091,22.6,0.15,1.01,6084.9396622524,5.57892817,1572.37256,0.3
SCWA2943,115.59138,-29.18557,1630.90549295,1223.4268376,407.47865535,22.6,0.15,1.18,6621.12715958874,6.17250536,1546.83125,0.3
SCWA2883,115.59224,-29.13722,1723.55712969,1441.7079033,281.84922639,22.6,0.15,1.12,3999.03248762152,5.4994324,1553.3573,0.3
SCWA2988,115.59861,-29.20809,1799.00633816,1515.7891828,283.21715536,22.3,0.12,1.3,7541.73757225643,5.96733322,1549.24001,0.3
SCWA2994,115.59924,-29.27477,1312.67829659,980.34430253,332.33399406,22.3,0.12,1.32,3896.38175027816,5.26925622,1559.22997,0.3
SCWA2997,115.59926,-29.26858,1191.83078656,874.09328843,317.73749813,22.3,0.12,1.55,5394.40537373126,5.65218641,1543.84755,0.3
SCWA2706,115.60081,-29.02587,1668.40101582,982.80307164,685.59794418,22.6,0.15,1,5751.46126012777,5.56793889,1574.17495,0.3
SCWA2985,115.60118,-29.25942,1211.35793963,926.08561728,285.27232235,22.3,0.12,1.35,7332.84053518488,5.89343535,1530.17524,0.3
SCWA2700,115.60497,-29.01419,1740.8481942,1547.4215562,193.426638,22.6,0.15,0.99,4233.07211642396,5.47672168,1581.35204,0.3
SCWA2949,115.60738,-29.23599,1298.69660575,983.3966992,315.29990655,22.3,0.12,1.21,7988.72316339255,6.11986266,1530.90062,0.3
SCWA2991,115.61107,-29.20113,1447.79356349,1176.0924051,271.70115839,22.3,0.12,1.32,6739.9894738661,6.05992356,1566.25118,0.3
SCWA2703,115.62612,-29.02916,1831.44935444,1632.6228286,198.82652584,22.6,0.15,1.02,4663.57831994735,5.21387332,1566.27996,0.3
SCWA1140,115.62707,-33.54511,6537.6505359,3837.9805653,2699.6699706,18.4,0.2,2.56,6681.19750150471,4.87904224,1314.25827,0.3
SCWA1143,115.62715,-33.56402,6876.5949528,3731.7653448,3144.829608,18.4,0.2,2.51,5651.38769181831,4.80854081,1288.93292,0.3
SCWA1752,115.63066,-33.5701,5570.8824721,3095.7663029,2475.1161692,18.4,0.2,2.41,4909.26032746101,4.75287177,1291.11267,0.3
SCWA1761,115.63435,-33.56838,6562.0280387,3417.3066191,3144.7214196,18.4,0.2,2.51,5092.48491338329,4.74672662,1310.04491,0.3
SCWA1653,115.63437,-33.56079,6632.4441892,3919.5218084,2712.9223808,18.4,0.2,2.62,5721.30946892133,4.8701426,1272.4029,0.3
SCWA1656,115.63481,-33.56219,6462.4982176,3692.0783185,2770.4198991,18.4,0.2,2.67,5885.76439013248,4.90668986,1273.36958,0.3
SCWA1755,115.63484,-33.57151,6654.2523655,3940.5242327,2713.7281328,18.4,0.2,2.18,5078.58934804481,4.78846068,1283.35989,0.3
SCWA1758,115.63504,-33.57035,6124.2448076,3360.0042383,2764.2405693,18.4,0.2,2.43,5224.651101529,4.8277575,1278.9541,0.3
SCWA1953,115.63508,-33.56722,7199.375852,4143.9211578,3055.4546942,18.4,0.2,2.51,5761.93020099348,4.77074663,1299.20556,0.3
SCWA1611,115.63552,-33.56856,6542.6367397,3614.124123,2928.5126167,18.4,0.2,2.51,5617.98530353819,4.80043837,1284.29204,0.3
SCWA1965,115.6382,-33.57933,7055.2365217,3762.4432509,3292.7932708,18.4,0.2,2.23,5402.60253251723,4.94046303,1271.09631,0.3
SCWA1959,115.63931,-33.57199,6754.7349423,3968.2441202,2786.4908221,18.4,0.2,2.31,5732.5976547309,4.83752996,1268.97306,0.3
SCWA1764,115.63962,-33.58258,6636.4862715,3348.7991194,3287.6871521,18.4,0.2,2.28,4102.46266482157,4.70781312,1306.99897,0.3
SCWA1956,115.63994,-33.57033,7131.2555729,4310.94285,2820.3127229,18.4,0.2,2.52,5678.65121030636,4.85029126,1306.05208,0.3
SCWA1962,115.64115,-33.5761,6204.9572117,3169.169232,3035.7879797,18.4,0.2,2.37,5063.40627855401,4.72462315,1285.71238,0.3
GA989,115.65096,-30.87683,3678.00918727,2881.6250722,796.38411507,20.6,0.14,1.32,3272.47139420617,5.01710156,1387.37604,0.3
SCWA3312,115.65893,-29.28446,1669.50502362,1439.2192927,230.28573092,22.5,0.12,1.3,6445.53644089875,5.68046847,1559.37593,0.3
SCWA3309,115.65984,-29.27589,1543.90487054,1257.4164712,286.48839934,22.5,0.12,1.41,4656.04064737918,5.44321178,1549.80044,0.3
SCWA3288,115.66113,-29.25379,1647.27853069,1355.5722804,291.70625029,22.5,0.12,1.34,6006.76484444231,5.68568728,1554.33174,0.3
SCWA3291,115.66343,-29.24685,1641.92981917,1415.0413585,226.88846067,22.5,0.12,1.27,5409.96856514653,5.41794689,1559.99853,0.3
SCWA1578,115.66356,-33.53374,5694.4769184,3365.0691818,2329.4077366,16.9,0.19,2.43,6216.47271835251,4.8768005,1339.28897,0.3
SCWA3307,115.6658,-29.28714,1583.68016214,1354.6147042,229.06545794,22.5,0.12,1.3,6871.02184304866,5.66389143,1549.27892,0.3
SCWA1596,115.66839,-33.53722,6073.9362039,3510.5889726,2563.3472313,16.9,0.19,2.43,6197.49983831761,4.87056358,1332.50894,0.3
SCWA1593,115.67151,-33.53863,5880.4915073,4065.4085901,1815.0829172,16.9,0.19,2.41,6193.53448748287,4.83853151,1341.52283,0.3
GA_bot350,115.67423,-24.0245,1661.43590285,1441.0376319,220.39827095,28.8,0.13,0.46,7078.33118329957,5.87396757,1513.45068,0.3
SCWA3304,115.67496,-29.28808,1546.67887904,1267.4886821,279.19019694,22.5,0.12,1.37,6028.43546936038,5.54260854,1547.52782,0.3
SCWA3297,115.67538,-29.26811,1478.47308475,1182.7568509,295.71623385,22.5,0.12,1.54,4202.66296178609,5.39739188,1541.22467,0.3
GA_bot342,115.67898,-22.66586,1543.33635854,1376.0569012,167.27945734,31.3,0.11,0.34,6795.09770165742,6.07086998,1549.9604,0.3
SCWA1932,115.68039,-33.51286,6648.0712294,3854.1367217,2793.9345077,16.9,0.19,1.05,7315.5242150871,4.78651851,1356.31662,0.3
SCWA1872,115.68254,-33.5128,6676.3319917,4121.1036694,2555.2283223,16.9,0.19,1.06,7406.88519287893,4.81527761,1352.75289,0.3
SCWA1935,115.68385,-33.51306,6760.0107826,4046.4293896,2713.581393,16.9,0.19,1.14,7761.19032118212,4.79430188,1356.11749,0.3
SCWA3315,115.68481,-29.29115,1513.59882441,1226.3866566,287.21216781,22.5,0.12,1.14,3864.58022361592,5.42954076,1524.42275,0.3
